filename,filesize,modified,errors,md5,namespace,id,format,version,mime,class,basis,warning
X:\school\data\Govdocs1-threads\859\859156.pdf,1433115,2009-02-19T08:20:32-05:00,,980d2d8237547e2f9e816a784c22ed76,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1433108 5]],
X:\school\data\Govdocs1-threads\859\859264.doc,404480,2003-08-22T13:30:04-04:00,,b05434a03e0331fc10c0dc9842fc26e9,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\859\859489.html,173135,2009-03-16T08:00:19-04:00,,61ddbe6aa025c424e500455608012264,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\859\859796.pdf,275778,2005-04-28T11:17:46-04:00,,2f5c12c9aed70d53e8d3e4301afcf0eb,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [275772 5]],
X:\school\data\Govdocs1-threads\859\859809.jpg,172637,2001-08-12T15:42:16-04:00,,034b2f606cef09a1fed10d1150f534f8,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [172635 2]],
X:\school\data\Govdocs1-threads\860\860185.pdf,41661,2007-07-19T02:26:01-04:00,,afefb99f57324c1d09bce52777560047,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [41655 5]],
X:\school\data\Govdocs1-threads\860\860366.doc,59392,2009-02-19T08:50:54-05:00,,04cd57a7a02be9b499d8e3258dfede0c,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\860\860407.pdf,20073,2007-10-26T17:25:06-04:00,,305f0e000de03c162d4996ec7faa94d1,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [20066 5]],
X:\school\data\Govdocs1-threads\860\860468.csv,4004,2006-02-23T15:02:14-05:00,,92890977407697fbb27d294c2571045a,pronom,x-fmt/18,Comma Separated Values,,text/csv,Dataset,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\860\860681.gif,24115,2002-10-24T13:25:42-04:00,,94b4170a31c073cf15eb3e0a0d704060,pronom,fmt/4,Graphics Interchange Format,89a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [24114 1]],
X:\school\data\Govdocs1-threads\860\860790.jpg,825229,2005-08-08T04:07:53-04:00,,e216562820033e78ab5a4355e92daf65,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [825227 2]],
X:\school\data\Govdocs1-threads\860\860839.log,293431,2000-04-28T04:42:05-04:00,,46737d55c73d331d15b97847883abd9b,pronom,x-fmt/62,Log File,,,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\860\860867.html,4856,2007-04-12T22:26:36-04:00,,f104cd4cd0b9c077d6939a8e39a5b786,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[62 5] [4849 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\860\860968.doc,55808,2007-12-27T13:37:46-05:00,,d8e04da5f4ac61a8100678a12da64b03,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\860\860974.gz,970802,2003-04-02T07:57:41-04:00,,20b961753b0a5f31ed8623a4d67943bd,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\860\860974.gz#eit_00195_20030401_013552.fts,2108160,2003-04-02T07:57:41-04:00,,3a059711dce6eb82c266aa86f99c377e,pronom,x-fmt/111,Plain Text File,,text/plain,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\861\861079.xml,12942,2009-03-02T14:45:04-05:00,,85eb6a6f882fa10a64206db1df2f1761,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\861\861115.txt,47465,2005-10-17T14:03:14-04:00,,d27dfbe6b6f4a75dd603bd9758b4414c,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\861\861281.gif,36393,2001-08-24T16:00:53-04:00,,3cd51940e52a08f91547efe042cafda8,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [36392 1]],
X:\school\data\Govdocs1-threads\861\861385.gif,36411,2002-11-10T20:44:16-05:00,,02a578bb56706ac4c314f93b7eccfd91,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [36410 1]],
X:\school\data\Govdocs1-threads\861\861470.txt,504203,2009-02-13T11:46:53-05:00,,142de316def5008997e5e891d0015b44,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\861\861666.html,6036,2009-03-16T07:55:40-04:00,,7f8a70040c7df89b9facdcf5a36ff7ef,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 17, 44",
X:\school\data\Govdocs1-threads\861\861680.pdf,52802,2008-03-20T02:38:48-04:00,,e48b48e04d3588040fb02518ea84026b,pronom,fmt/20,Acrobat PDF 1.6 - Portable Document Format,1.6,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [52796 5]],
X:\school\data\Govdocs1-threads\861\861952.jpg,92266,2005-08-08T06:16:03-04:00,,c3e1692dd0242d1646e1181f107ef9a6,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [92264 2]],
X:\school\data\Govdocs1-threads\862\862220.html,16464,2009-03-15T22:53:15-04:00,,f7b0e818c12cdaf3444333329208c8db,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[122 5] [16457 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\862\862250.pdf,49883,2007-06-11T11:05:01-04:00,,681d2d5d73d3c07b94cbe6d21e4ad955,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [49876 5]],
X:\school\data\Govdocs1-threads\862\862426.jpg,1164292,2001-11-08T11:18:48-05:00,,d089a226baca33f6d8bed89d4f047fd0,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1164290 2]],
X:\school\data\Govdocs1-threads\862\862489.html,12602,2009-03-16T07:49:36-04:00,,d2f0c66987ef7348f62466e39e2fe0ed,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 1, 44",
X:\school\data\Govdocs1-threads\862\862554.log,291437,2000-04-22T06:32:06-04:00,,00786d6e7ad6b857288f9c3cfe5706a7,pronom,x-fmt/62,Log File,,,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\862\862692.pdf,209087,2004-06-09T15:44:51-04:00,,609691d2406008c4906e14e84fa4d52e,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [209081 5]],
X:\school\data\Govdocs1-threads\862\862848.gif,10523,2002-11-10T20:44:21-05:00,,18004b70edf2f3b99115980531b65d07,pronom,fmt/4,Graphics Interchange Format,89a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [10522 1]],
X:\school\data\Govdocs1-threads\862\862956.jpg,83549,2005-08-08T05:38:34-04:00,,3b83d893a6d9e26f03c0073763eec7ef,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [83547 2]],
X:\school\data\Govdocs1-threads\863\863237.doc,83456,2007-01-30T02:58:26-05:00,,6ef051de97e372e7d5701f2cfd0a57e5,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\863\863412.jpg,1195275,2002-10-24T10:37:34-04:00,,840ff000e26d536e1ec751f8e54de539,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1195273 2]],
X:\school\data\Govdocs1-threads\863\863433.gif,36670,1998-02-27T11:10:25-05:00,,a8a3b6c52881553a8d21af8d245e0a10,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [36669 1]],
X:\school\data\Govdocs1-threads\863\863528.txt,2249,2008-05-11T04:13:04-04:00,,3e2171cb27006776e86ea8c67cfcc4d8,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\863\863714.doc,24576,2008-01-22T14:41:10-05:00,,1cd9eab185839f30484b27adcb25c100,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\863\863755.xls,1299456,2008-11-15T13:35:35-05:00,,fd3799e2079960b16ce8d3346474b16d,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\863\863833.doc,36352,2009-02-19T09:15:45-05:00,,6f20ff2190ea4cc96ca2b42e270c84d2,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\864\864053.doc,43520,2002-05-23T23:07:36-04:00,,9f2e02ba3ff56a2b6fc6b7d618b9179d,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\864\864075.doc,33792,2008-01-31T11:48:04-05:00,,25fab46964726a1b9a28b8cd0f8dddd5,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\864\864087.doc,29696,2004-12-02T11:18:16-05:00,,261638fe014273e578bbe917394cd6ab,pronom,fmt/39,Microsoft Word Document,6.0/95,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\864\864253.jpg,699262,2003-12-07T02:36:34-05:00,,bdbc382d7fde49fb05ad291d2dbc0971,pronom,x-fmt/390,Exchangeable Image File Format (Compressed),2.1,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 16] [248 12] [699260 2]] (signature 2/2),
X:\school\data\Govdocs1-threads\864\864353.html,251825,2009-03-16T07:35:21-04:00,,f33f79858fd51164feda8ff26eb7358e,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [123 42] [319 7] [380 8]],
X:\school\data\Govdocs1-threads\864\864616.gif,4063,2004-10-06T11:26:11-04:00,,ee58a2b04ccc3e8051e8123e4b717626,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [4062 1]],
X:\school\data\Govdocs1-threads\864\864753.jpg,1321962,2002-11-18T09:11:54-05:00,,216fdc91b1a0be846e1d078bd3e34837,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1321960 2]],
X:\school\data\Govdocs1-threads\864\864964.jpg,517554,2003-09-30T11:20:25-04:00,,eba4c271e20648ef1d95f46c713b8565,pronom,fmt/42,JPEG File Interchange Format,1.00,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [517552 2]],
X:\school\data\Govdocs1-threads\865\865000.html,12698,2009-03-16T07:32:56-04:00,,fd4fa938b49983c5eafe065619481313,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [12689 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\865\865100.pdf,1663310,2007-03-06T16:40:07-05:00,,94f90555e0efd49d35b4888c8d55d03c,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1663304 5]],
X:\school\data\Govdocs1-threads\865\865196.jpg,1211012,2002-09-16T04:04:42-04:00,,aa22ffdb3e3fd53024d3d900aa8cd156,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1211010 2]],
X:\school\data\Govdocs1-threads\865\865216.jpg,3070,2005-09-29T11:50:23-04:00,,f8ee6debbb3ab339a8ecbd8c7cbf799c,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3068 2]],
X:\school\data\Govdocs1-threads\865\865228.ppt,2107904,2003-01-14T20:57:14-05:00,,059fea0b1e23d50a8344c091f7d69b42,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\865\865243.ps,58363,1999-06-18T07:20:46-04:00,,2b9435d7916e1d074ab814c9d3dbe86a,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\865\865442.xls,94208,2008-09-10T18:08:05-04:00,,a7be97cdcefb1deb56db9b793cca7ccf,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\865\865855.jpg,861465,2003-07-15T22:18:06-04:00,,130325f4fd4a0b17cccb23f134865fdf,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [861463 2]],
X:\school\data\Govdocs1-threads\865\865910.ppt,551424,2003-05-22T20:28:27-04:00,,2f03d143bb8a96aebe6326cb57382c21,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\865\865990.jpg,847292,2006-02-07T13:59:51-05:00,,b5a4c1a21a8945a5ade8f34ebfaa34e8,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [847290 2]],
X:\school\data\Govdocs1-threads\866\866042.ppt,228864,2006-09-07T16:31:50-04:00,,e765464d452e643877e6eba6fe2d6c7c,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\866\866166.pdf,63803,2009-03-17T14:29:12-04:00,,f2fd7e37848de659bf702e79f60c7d64,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [63796 5]],
X:\school\data\Govdocs1-threads\866\866220.gif,493277,2000-04-14T16:52:13-04:00,,136befbbc33c4074c6d6fa0aea0e40aa,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [493276 1]],
X:\school\data\Govdocs1-threads\866\866288.txt,1336,2009-02-09T20:31:05-05:00,,a97b730dd799559a132229ed9c370d50,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\866\866479.html,11622,2009-03-17T18:49:29-04:00,,de027d8703e41a9166513c9950b84c93,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 1, 44",
X:\school\data\Govdocs1-threads\866\866489.jpg,713295,2000-10-09T17:53:25-04:00,,78b43ec1974d8bd2bfb1f08723541750,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [713293 2]],
X:\school\data\Govdocs1-threads\866\866613.jpg,648855,2005-04-25T06:11:08-04:00,,7370f21e1c01b52c89997cb4e8f179a4,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [648853 2]],
X:\school\data\Govdocs1-threads\866\866614.jpg,704271,2006-02-07T14:36:20-05:00,,0eecc35aa6dc8f69dd0c5c360d7155b1,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [704269 2]],
X:\school\data\Govdocs1-threads\866\866811.pdf,118683,2003-03-05T14:56:18-05:00,,9d19c7828af8a9e5224b84ad21a3791b,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [118677 5]],
X:\school\data\Govdocs1-threads\866\866817.xml,754,2009-01-28T01:12:34-05:00,,62aa6f9dd68e9e3b771f43a1f99a2126,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\866\866921.html,12872,2009-03-16T07:28:56-04:00,,e54cac5d33c1ec0c6ff8d88125ad32f5,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [12865 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\867\867007.pdf,86984,2008-02-15T12:38:21-05:00,,3bed61209c616e8a6f7f73e09ca4a31e,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [86978 5]],
X:\school\data\Govdocs1-threads\867\867029.pdf,368058,2005-03-14T17:01:50-04:00,,f9ec968aeffe7ba33d4812ecee8564b9,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [368052 5]],
X:\school\data\Govdocs1-threads\867\867129.html,86807,2009-03-15T22:52:49-04:00,,a11afbf297c7f93032c13d45045b5425,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\867\867173.pdf,18031,2001-05-09T08:58:17-04:00,,153dcaf53e0fb443928a29750e902b9a,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [18024 5]],
X:\school\data\Govdocs1-threads\867\867193.pdf,256335,2008-11-04T10:12:27-05:00,,35c139175e15035c867b5be3610ad6a0,pronom,fmt/20,Acrobat PDF 1.6 - Portable Document Format,1.6,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [256328 5]],
X:\school\data\Govdocs1-threads\867\867301.pdf,541837,2008-12-09T18:50:38-05:00,,c47cbcb0d8cda2289c99f8e756d5c9ee,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [541831 5]],
